,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
667,"教师 认真 客观 填写 调查 问卷 真实 反映 教育 教学 体验
",-1,-1_教学_教师_发展_课程,"['教学', '教师', '发展', '课程', '学院', '思政', '建设', '教育', '交大', '中心']","['相继 化学 学院 课程 思政 建设 规划 化学 学院 课程 思政 竞赛 办法 化学 学院 课程 思政 授课 规范 化学 学院 课程 思政 授课 培训 办法 文件\n', '教师 教学 发展 中心 守正 创新 回答 培养 教师 培养 教师 问题 踔厉奋发 高水平 一流 教师 教学 发展 学校 教育 教学改革 教师队伍 建设\n', '西安交大 教师 教学 发展 中心 以下 简称 中心 秉承 培育 大国 良师 提升 教学质量 初心 教师 教学 发展 规律 学校 实际 相结合 政治 引领 科学 体系 深入开展 理论 研究 努力 拓展 领域 发挥 国家级 示范 中心 示范 辐射 持续 探索 交大 特色 教师 教学 发展\n']",教学 - 教师 - 发展 - 课程 - 学院 - 思政 - 建设 - 教育 - 交大 - 中心,0.0,False
668,"调研 即日
",-1,-1_教学_教师_发展_课程,"['教学', '教师', '发展', '课程', '学院', '思政', '建设', '教育', '交大', '中心']","['相继 化学 学院 课程 思政 建设 规划 化学 学院 课程 思政 竞赛 办法 化学 学院 课程 思政 授课 规范 化学 学院 课程 思政 授课 培训 办法 文件\n', '教师 教学 发展 中心 守正 创新 回答 培养 教师 培养 教师 问题 踔厉奋发 高水平 一流 教师 教学 发展 学校 教育 教学改革 教师队伍 建设\n', '西安交大 教师 教学 发展 中心 以下 简称 中心 秉承 培育 大国 良师 提升 教学质量 初心 教师 教学 发展 规律 学校 实际 相结合 政治 引领 科学 体系 深入开展 理论 研究 努力 拓展 领域 发挥 国家级 示范 中心 示范 辐射 持续 探索 交大 特色 教师 教学 发展\n']",教学 - 教师 - 发展 - 课程 - 学院 - 思政 - 建设 - 教育 - 交大 - 中心,0.0,False
669,"问卷 链接 扫描 二维码 调研
",-1,-1_教学_教师_发展_课程,"['教学', '教师', '发展', '课程', '学院', '思政', '建设', '教育', '交大', '中心']","['相继 化学 学院 课程 思政 建设 规划 化学 学院 课程 思政 竞赛 办法 化学 学院 课程 思政 授课 规范 化学 学院 课程 思政 授课 培训 办法 文件\n', '教师 教学 发展 中心 守正 创新 回答 培养 教师 培养 教师 问题 踔厉奋发 高水平 一流 教师 教学 发展 学校 教育 教学改革 教师队伍 建设\n', '西安交大 教师 教学 发展 中心 以下 简称 中心 秉承 培育 大国 良师 提升 教学质量 初心 教师 教学 发展 规律 学校 实际 相结合 政治 引领 科学 体系 深入开展 理论 研究 努力 拓展 领域 发挥 国家级 示范 中心 示范 辐射 持续 探索 交大 特色 教师 教学 发展\n']",教学 - 教师 - 发展 - 课程 - 学院 - 思政 - 建设 - 教育 - 交大 - 中心,0.0,False
670,"wjx vm w42hT42 aspx
",-1,-1_教学_教师_发展_课程,"['教学', '教师', '发展', '课程', '学院', '思政', '建设', '教育', '交大', '中心']","['相继 化学 学院 课程 思政 建设 规划 化学 学院 课程 思政 竞赛 办法 化学 学院 课程 思政 授课 规范 化学 学院 课程 思政 授课 培训 办法 文件\n', '教师 教学 发展 中心 守正 创新 回答 培养 教师 培养 教师 问题 踔厉奋发 高水平 一流 教师 教学 发展 学校 教育 教学改革 教师队伍 建设\n', '西安交大 教师 教学 发展 中心 以下 简称 中心 秉承 培育 大国 良师 提升 教学质量 初心 教师 教学 发展 规律 学校 实际 相结合 政治 引领 科学 体系 深入开展 理论 研究 努力 拓展 领域 发挥 国家级 示范 中心 示范 辐射 持续 探索 交大 特色 教师 教学 发展\n']",教学 - 教师 - 发展 - 课程 - 学院 - 思政 - 建设 - 教育 - 交大 - 中心,0.0,False
671,"非常 感谢您
",-1,-1_教学_教师_发展_课程,"['教学', '教师', '发展', '课程', '学院', '思政', '建设', '教育', '交大', '中心']","['相继 化学 学院 课程 思政 建设 规划 化学 学院 课程 思政 竞赛 办法 化学 学院 课程 思政 授课 规范 化学 学院 课程 思政 授课 培训 办法 文件\n', '教师 教学 发展 中心 守正 创新 回答 培养 教师 培养 教师 问题 踔厉奋发 高水平 一流 教师 教学 发展 学校 教育 教学改革 教师队伍 建设\n', '西安交大 教师 教学 发展 中心 以下 简称 中心 秉承 培育 大国 良师 提升 教学质量 初心 教师 教学 发展 规律 学校 实际 相结合 政治 引领 科学 体系 深入开展 理论 研究 努力 拓展 领域 发挥 国家级 示范 中心 示范 辐射 持续 探索 交大 特色 教师 教学 发展\n']",教学 - 教师 - 发展 - 课程 - 学院 - 思政 - 建设 - 教育 - 交大 - 中心,0.0,False
672,"教务处
",3,3_部长_党委_主持会议_负责人,"['部长', '党委', '主持会议', '负责人', '会议', '工作部', '教师', '项目', '学院', '宣传部']","['校党委 书记 孙早 成员 单位 负责人 会议 教师 工作部 部长 主持会议\n', '校党委 书记 孙早 教师 委员会 成员 单位 负责人 会议 教师 工作部 部长 主持会议\n', '校党委 书记 孙早 党委 教师 委员会 成员 单位 负责人 会议 党委 教师 工作部 部长\n']",部长 - 党委 - 主持会议 - 负责人 - 会议 - 工作部 - 教师 - 项目 - 学院 - 宣传部,0.48320749238034233,False
673,"教师 教学 发展 中心
",3,3_部长_党委_主持会议_负责人,"['部长', '党委', '主持会议', '负责人', '会议', '工作部', '教师', '项目', '学院', '宣传部']","['校党委 书记 孙早 成员 单位 负责人 会议 教师 工作部 部长 主持会议\n', '校党委 书记 孙早 教师 委员会 成员 单位 负责人 会议 教师 工作部 部长 主持会议\n', '校党委 书记 孙早 党委 教师 委员会 成员 单位 负责人 会议 党委 教师 工作部 部长\n']",部长 - 党委 - 主持会议 - 负责人 - 会议 - 工作部 - 教师 - 项目 - 学院 - 宣传部,0.5208422845071833,False
674,"西部 高等教育 评估 中心
",2,2_大赛_教学_中心_联盟,"['大赛', '教学', '中心', '联盟', '发展', '创新', '高校', '全国', '西安交通大学', '榆林']","['黄河流域 大学 联盟 西北地区 高等学校 教师 教学 发展 中心 联盟 宁夏大学 本科生 联合 策划 西安交大 教师 教学 发展 中心 承办\n', '上午 西北地区 高等学校 教师 教学 发展 中心 联盟 黄河流域 大学 联盟 西安交通大学 对口 支援 榆林 学院 新进 教师 能力 培养 训练营 交大 旨在 促进 联盟 内部 高校 优质 教学 教育 资源共享\n', '简介 西安交通大学 教师 教学 发展 中心 教育部 国家级 示范 中心 区域 领域 发挥 示范 引领 联合 相关 高校 发起 西北地区 高等学校 教师 教学 发展 中心 联盟 简称 西北 联盟 一流 区域 教育 共同体 一流 资源共享 共用\n']",大赛 - 教学 - 中心 - 联盟 - 发展 - 创新 - 高校 - 全国 - 西安交通大学 - 榆林,1.0,False
675,"教师 教学 发展 中心 学校 党委 教师 委员会 全体会议
",3,3_部长_党委_主持会议_负责人,"['部长', '党委', '主持会议', '负责人', '会议', '工作部', '教师', '项目', '学院', '宣传部']","['校党委 书记 孙早 成员 单位 负责人 会议 教师 工作部 部长 主持会议\n', '校党委 书记 孙早 教师 委员会 成员 单位 负责人 会议 教师 工作部 部长 主持会议\n', '校党委 书记 孙早 党委 教师 委员会 成员 单位 负责人 会议 党委 教师 工作部 部长\n']",部长 - 党委 - 主持会议 - 负责人 - 会议 - 工作部 - 教师 - 项目 - 学院 - 宣传部,1.0,False
676,"上午 西安交通大学 党委 教师 委员会 全体会议 创新 旨在 学习 教育部 高校教师 队伍 建设 教师 政治 师德师风建设 把握 重点 明确任务 夯实 责任 凝聚 共识 学校 教师 新台阶
",4,4_师德师风建设_师德_学习_教师,"['师德师风建设', '师德', '学习', '教师', '建设', '意见', '突出', '政治', '问题', '教育部']","['孙早 师德师风建设 征程 重要性 部门 统一认识 做到 全校 一盘棋 部门 之间 通力协作 及时 认清 形势 回应 期盼 应对 挑战 教师 政治 师德师风建设 摆在 突出 位置 切实增强 学校 教师 群体 育人 为国 育才 责任感 使命感 紧迫感\n', '孙早 师德师风建设 征程 重要性 部门 统一认识 做到 全校 一盘棋 部门 之间 通力协作 及时 认清 形势 回应 期盼 应对 挑战 教师 政治 师德师风建设 摆在 突出 位置 切实增强 学校 教师 群体 育人 为国 育才 责任感 使命感 紧迫感\n', '主要 师德师风建设 回顾 近几年 党中央 教育部 学校 师德师风建设 相关 文件 解读 教师 师德 师风 基本概念 入手 重点 解读 师德师风 论述 高校教师 职业 十大 准则 研究生 导师 指导 行为准则 介绍 师德师风 典型 师德 失范 具体 案例 近期 部署 教职工 围绕 党史 学习 作风 建设 基层 教学 组织 建设 文化 建设\n']",师德师风建设 - 师德 - 学习 - 教师 - 建设 - 意见 - 突出 - 政治 - 问题 - 教育部,1.0,False
677,"党委 书记 孙早 成员 单位 出席会议 教师 工作部 部长 主持会议
",3,3_部长_党委_主持会议_负责人,"['部长', '党委', '主持会议', '负责人', '会议', '工作部', '教师', '项目', '学院', '宣传部']","['校党委 书记 孙早 成员 单位 负责人 会议 教师 工作部 部长 主持会议\n', '校党委 书记 孙早 教师 委员会 成员 单位 负责人 会议 教师 工作部 部长 主持会议\n', '校党委 书记 孙早 党委 教师 委员会 成员 单位 负责人 会议 党委 教师 工作部 部长\n']",部长 - 党委 - 主持会议 - 负责人 - 会议 - 工作部 - 教师 - 项目 - 学院 - 宣传部,1.0,False
678,"与会 人员 集体 学习 教育部 压实 高校 师德师风建设 主体 责任 中共 教育部党组 印发 普通 高等学校 教师 党建 政治 质量标准 文件 重温 西安交通大学 党委 教师 委员会 规则
",12,12_西安交通大学_教育部_文件_质量标准,"['西安交通大学', '教育部', '文件', '质量标准', '十项准则', '政治', '审议', '与会', '考察', '办法']","['与会 人员 集体 学习 教育部 压实 高校 师德师风建设 主体 责任 中共 教育部党组 印发 普通 高等学校 教师 党建 政治 质量标准 文件 重温 西安交通大学 党委 教师 委员会 规则\n', '会议 审议 西安交通大学 党委 教师 工作部 计划 西安交通大学 教师 政治 师德师风建设 三级 联动 责任制 办法 做好 西安交通大学 教师 党建 政治 质量标准 西安交通大学 教职员工 准入 查询 实施办法 文件\n', '会议 审议 西安交通大学 党委 教师 工作部 计划 西安交通大学 教师 政治 师德师风建设 三级 联动 责任制 办法 做好 西安交通大学 教师 党建 政治 质量标准 西安交通大学 教职员工 准入 查询 实施办法 文件\n']",西安交通大学 - 教育部 - 文件 - 质量标准 - 十项准则 - 政治 - 审议 - 与会 - 考察 - 办法,1.0,True
679,"会议 审议 西安交通大学 党委 教师 工作部 计划 西安交通大学 教师 政治 师德师风建设 三级 联动 责任制 办法 做好 西安交通大学 教师 党建 政治 质量标准 西安交通大学 教职员工 准入 查询 实施办法 文件
",12,12_西安交通大学_教育部_文件_质量标准,"['西安交通大学', '教育部', '文件', '质量标准', '十项准则', '政治', '审议', '与会', '考察', '办法']","['与会 人员 集体 学习 教育部 压实 高校 师德师风建设 主体 责任 中共 教育部党组 印发 普通 高等学校 教师 党建 政治 质量标准 文件 重温 西安交通大学 党委 教师 委员会 规则\n', '会议 审议 西安交通大学 党委 教师 工作部 计划 西安交通大学 教师 政治 师德师风建设 三级 联动 责任制 办法 做好 西安交通大学 教师 党建 政治 质量标准 西安交通大学 教职员工 准入 查询 实施办法 文件\n', '会议 审议 西安交通大学 党委 教师 工作部 计划 西安交通大学 教师 政治 师德师风建设 三级 联动 责任制 办法 做好 西安交通大学 教师 党建 政治 质量标准 西安交通大学 教职员工 准入 查询 实施办法 文件\n']",西安交通大学 - 教育部 - 文件 - 质量标准 - 十项准则 - 政治 - 审议 - 与会 - 考察 - 办法,1.0,True
680,"成员 单位 计划 文件 热烈 讨论 部门 职责 单位 教师队伍 建设 师德师风建设 教师 政治 情况 交流 研讨
",5,5_师德师风建设_考核_师德师风_组织,"['师德师风建设', '考核', '师德师风', '组织', '单位', '监督', '会议', '建设', '政治', '负责']","['提高 教师队伍 整体素质 切实 师德 考核 贯穿 教师 日常 管理工作 学院 实际 化学 学院 师德师风 考核 方案 师德 考核 融入 人才 考核 晋升 岗位 聘任 评奖 评优 导师 遴选 人才 专项 考核 实行 一票否决制 切实 担负起 学院 师德师风建设 主体 责任\n', '长期以来 西安交通大学 党的领导 贯穿 师德师风建设 创新 学校 党委 二级 单位 党组织 教师 党支部 三级 联动 机制 系统 教育引导 考核 评价 监督 约束 激励 四位一体 建设 师德 建设 系统化\n', '教师队伍 师德师风 政治 考核 监督 指导 二级 单位 党组织 师德师风建设\n']",师德师风建设 - 考核 - 师德师风 - 组织 - 单位 - 监督 - 会议 - 建设 - 政治 - 负责,0.9334021892748291,False
681,"教师 教学 发展 中心 主任 高洋 从以 师德师风 培育 引领 教师 教学 发展 阶段 递进 教师 教学 培养 体系 教师 师德师风 培育 沉浸 培训 模式 提升 后备 教学 名师 培训 成效 汇报 中心 相关 情况
",15,15_教学_培训_教师_名师,"['教学', '培训', '教师', '名师', '培养', '数字化', '后备', '带动', '提升', '教育']","['系列 浸入 培训 延安 举办 新入 教师 教学 培训班 井冈山 红色 教育 基地 举办 后备 教学 名师 思政课 教师 政治 教育 培训班\n', '新入 教师 培训 申请 开课 教师 培训 开课 教师 教学 培训 骨干教师 教学 能力 提升 培养 后备 教学 名师 培养 阶段 递进 交大 特色 教师 教学 培养 体系\n', '教师 教学 发展 中心 主任 高洋 从以 师德师风 培育 引领 教师 教学 发展 阶段 递进 教师 教学 培养 体系 教师 师德师风 培育 沉浸 培训 模式 提升 后备 教学 名师 培训 成效 汇报 中心 相关 情况\n']",教学 - 培训 - 教师 - 名师 - 培养 - 数字化 - 后备 - 带动 - 提升 - 教育,1.0,True
682,"孙早 师德师风建设 征程 重要性 部门 统一认识 做到 全校 一盘棋 部门 之间 通力协作 及时 认清 形势 回应 期盼 应对 挑战 教师 政治 师德师风建设 摆在 突出 位置 切实增强 学校 教师 群体 育人 为国 育才 责任感 使命感 紧迫感
",4,4_师德师风建设_师德_学习_教师,"['师德师风建设', '师德', '学习', '教师', '建设', '意见', '突出', '政治', '问题', '教育部']","['孙早 师德师风建设 征程 重要性 部门 统一认识 做到 全校 一盘棋 部门 之间 通力协作 及时 认清 形势 回应 期盼 应对 挑战 教师 政治 师德师风建设 摆在 突出 位置 切实增强 学校 教师 群体 育人 为国 育才 责任感 使命感 紧迫感\n', '孙早 师德师风建设 征程 重要性 部门 统一认识 做到 全校 一盘棋 部门 之间 通力协作 及时 认清 形势 回应 期盼 应对 挑战 教师 政治 师德师风建设 摆在 突出 位置 切实增强 学校 教师 群体 育人 为国 育才 责任感 使命感 紧迫感\n', '主要 师德师风建设 回顾 近几年 党中央 教育部 学校 师德师风建设 相关 文件 解读 教师 师德 师风 基本概念 入手 重点 解读 师德师风 论述 高校教师 职业 十大 准则 研究生 导师 指导 行为准则 介绍 师德师风 典型 师德 失范 具体 案例 近期 部署 教职工 围绕 党史 学习 作风 建设 基层 教学 组织 建设 文化 建设\n']",师德师风建设 - 师德 - 学习 - 教师 - 建设 - 意见 - 突出 - 政治 - 问题 - 教育部,1.0,True
683,"部门 政治 担当 教师队伍 政治 引领 引导 教师 教书育人 修养 起来 切实落实 立德 根本任务 勇担 国家 使命 服务 高水平 科技 自立自强
",0,0_党纪_学习_党员_师德师风建设,"['党纪', '学习', '党员', '师德师风建设', '教育', '政治', '党的纪律', '教师', '学院', '党支部']","['党纪 学习 教育 西安交通大学 认真 党中央 决策 部署 扎实 有序 党纪 学习 教育 提升 党员 个人修养 教师 师德师风 更高\n', '党纪 学习 师德师风 教育 交流 探讨 教师 党纪 理解 师德师风建设 重要性\n', '人工智能 学院 党纪 学习 师德师风 教育\n']",党纪 - 学习 - 党员 - 师德师风建设 - 教育 - 政治 - 党的纪律 - 教师 - 学院 - 党支部,1.0,False
684,"教师 政治 师德师风建设 谋求 实效 部门 协同 明确责任 分工 对标 对表
",7,7_协同_部门_问题_机制,"['协同', '部门', '问题', '机制', '做好', '责任', '查摆', '对表', '落地', '协作']","['对标 对表 重要讲话 问题 导向 党支部 共建 走深 走实 凝聚 合力 部门 高效 协同 扎实 党建 业务 深度 融合\n', '教师 工作部 发挥 牵头 总和 协调 做好 顶层 设计 协同 协作 贯通 机制 创新 方式 方法 做好 相关 落地 跟踪 督办 提升 教师 政治 师德师风建设 水平\n', '教师 工作部 发挥 牵头 总和 协调 做好 顶层 设计 协同 协作 贯通 机制 创新 方式 方法 做好 相关 落地 跟踪 督办 提升 教师 政治 师德师风建设 水平\n']",协同 - 部门 - 问题 - 机制 - 做好 - 责任 - 查摆 - 对表 - 落地 - 协作,0.9594396082861822,False
685,"教师 工作部 发挥 牵头 总和 协调 做好 顶层 设计 协同 协作 贯通 机制 创新 方式 方法 做好 相关 落地 跟踪 督办 提升 教师 政治 师德师风建设 水平
",7,7_协同_部门_问题_机制,"['协同', '部门', '问题', '机制', '做好', '责任', '查摆', '对表', '落地', '协作']","['对标 对表 重要讲话 问题 导向 党支部 共建 走深 走实 凝聚 合力 部门 高效 协同 扎实 党建 业务 深度 融合\n', '教师 工作部 发挥 牵头 总和 协调 做好 顶层 设计 协同 协作 贯通 机制 创新 方式 方法 做好 相关 落地 跟踪 督办 提升 教师 政治 师德师风建设 水平\n', '教师 工作部 发挥 牵头 总和 协调 做好 顶层 设计 协同 协作 贯通 机制 创新 方式 方法 做好 相关 落地 跟踪 督办 提升 教师 政治 师德师风建设 水平\n']",协同 - 部门 - 问题 - 机制 - 做好 - 责任 - 查摆 - 对表 - 落地 - 协作,1.0,True
686,"孙早 最后 指出 师德师风建设 一项 久久 为功 系统工程 需要 从细处 入手 实处 发力
",8,8_教师_育人_生理学_师德师风建设,"['教师', '育人', '生理学', '师德师风建设', '专题', '职业', '学史', '师德', '引导', '使命']","['会议 西安交通大学 教师 政治 师德师风建设 三级 联动 责任制 办法 教师 领导 贯穿 教师队伍 建设 全过程 引导 教师 坚守 育人 为国 育才 使命 教育家 西迁 统一 学生 为学 为事\n', '刘茹 传达 教育部 教师 政治 师德师风建设 经验交流 师德 专题 教育 启动 部署 视频 学习 教育 论述 培养 担当 民族 复兴 新人 为题 讲授 专题 党课 解读 近三年 教育 师德师风 论述 内容 特别强调 引导 教师 争做 四有 老师 引路人 教师 责任感 使命感 荣誉感 引导 教师 潜心 立德 赤诚 之心 奉献 之心 仁爱之心 投身 教育 事业 践行 一颗 心来 不带 半根 草去 师德 表率\n', '培训 伊始 张莉 主任 学科 特点 育人 实际 阐释 师德师风 专题 培训 意义 生理学 病理 生理学 连接 基础医学 临床医学 桥梁 课程 教师 道德修养 直接 影响 医学生 职业 价值观 塑造 教师 提高 思想认识 主动 师德 融入 日常 教学科研 全过程 自觉 学生 为学 为事 引路人\n']",教师 - 育人 - 生理学 - 师德师风建设 - 专题 - 职业 - 学史 - 师德 - 引导 - 使命,0.7572013546797706,False
687,"参会 单位 负责同志 及时 传达 会议 持之以恒 师德师风建设 提升 学校 教师 理论素养 师德 素养 业务 能力 高素质 教师队伍 建设 学校 各项事业 高质量 发展
",0,0_党纪_学习_党员_师德师风建设,"['党纪', '学习', '党员', '师德师风建设', '教育', '政治', '党的纪律', '教师', '学院', '党支部']","['党纪 学习 教育 西安交通大学 认真 党中央 决策 部署 扎实 有序 党纪 学习 教育 提升 党员 个人修养 教师 师德师风 更高\n', '党纪 学习 师德师风 教育 交流 探讨 教师 党纪 理解 师德师风建设 重要性\n', '人工智能 学院 党纪 学习 师德师风 教育\n']",党纪 - 学习 - 党员 - 师德师风建设 - 教育 - 政治 - 党的纪律 - 教师 - 学院 - 党支部,0.834144476878848,False
688,"二零二五年
",-1,-1_教学_教师_发展_课程,"['教学', '教师', '发展', '课程', '学院', '思政', '建设', '教育', '交大', '中心']","['相继 化学 学院 课程 思政 建设 规划 化学 学院 课程 思政 竞赛 办法 化学 学院 课程 思政 授课 规范 化学 学院 课程 思政 授课 培训 办法 文件\n', '教师 教学 发展 中心 守正 创新 回答 培养 教师 培养 教师 问题 踔厉奋发 高水平 一流 教师 教学 发展 学校 教育 教学改革 教师队伍 建设\n', '西安交大 教师 教学 发展 中心 以下 简称 中心 秉承 培育 大国 良师 提升 教学质量 初心 教师 教学 发展 规律 学校 实际 相结合 政治 引领 科学 体系 深入开展 理论 研究 努力 拓展 领域 发挥 国家级 示范 中心 示范 辐射 持续 探索 交大 特色 教师 教学 发展\n']",教学 - 教师 - 发展 - 课程 - 学院 - 思政 - 建设 - 教育 - 交大 - 中心,0.0,False
689,"西安交通大学 立足 师德师风建设 形势 教育 发展 科技 创新 人才培养 一体 教育家 引领 高素质 教师队伍 建设
",13,13_强国_科技_服务_面向,"['强国', '科技', '服务', '面向', '教育', '高素质', '建设', '人才', '高尚', '创新']","['刘茹 二十大 报告 指出 教育 优先发展 科技 自立自强 人才 引领 驱动 建设 教育 强国 科技 强国 人才 强国\n', '传承 西迁 牢记 育人 为国 育才 使命 师德师风建设 长效机制 努力 建设 高素质 专业化 教师队伍 建设 教育 强国 科技 强国 人才 强国 贡献 交大 力量\n', '会议 学习 重要讲话 科教兴国 战略 人才 强国 战略 创新 驱动 发展 战略 面向世界 科技前沿 面向 经济 主战场 面向 国家 需求 面向 人民 健康 发展 科技 生产力 培养人才 资源 创新 动力 更好 起来 学校 科技 创新 体系 建设 学科 交叉 融合 高层次 人才队伍 建设 培养 创新 领军 人才 服务 国家 战略 能力 水平 自觉 履行 高水平 科技 自立自强 使命 担当 建成 科技 强国 中华民族 伟大复兴 贡献 交大 智慧 力量\n']",强国 - 科技 - 服务 - 面向 - 教育 - 高素质 - 建设 - 人才 - 高尚 - 创新,1.0,False
690,"历时 两年 探索 师德师风建设 难点 痛点 依托 陕西省 教师 教育 改革 教师 发展 研究 项目 高校 师德师风建设 实践 路径 研究 交大 特色 引领 教育 培训 宣传 激励 考核 监督 实践 路径 学校 学院 教师 三位一体 师德师风建设 长效 体系 机制
",9,9_研究_研究生_路径_导师,"['研究', '研究生', '路径', '导师', '项目', '学院', '研究成果', '结项', '围绕', '一批']","['首批 项目 多支 研究 团队 围绕 高校 师德师风建设 关键 议题 深耕细作 产出 一批 高质量 研究成果\n', '物理 学院 党委书记 张莹 围绕 高校教师 党组织 生活 教研 深度 融合 研究 马克思主义 学院 教授 樊晓燕 聚焦 高校教师 责任意识 提升 路径 研究 能动 学院 辅导员 亚龙 高校教师 师德师风 典型示范 引领 路径 探析 首批 优秀 结项 项目 分享 报告\n', '物理 学院 党委书记 张莹 围绕 高校教师 党组织 生活 教研 深度 融合 研究 马克思主义 学院 教授 樊晓燕 聚焦 高校教师 责任意识 提升 路径 研究 能动 学院 辅导员 亚龙 高校教师 师德师风 典型示范 引领 路径 探析 首批 优秀 结项 项目 分享 报告\n']",研究 - 研究生 - 路径 - 导师 - 项目 - 学院 - 研究成果 - 结项 - 围绕 - 一批,0.5294607561183113,False
691,"引领 涵养 家国 情怀 西迁 交大 师生员工 精神财富
",1,1_西迁_交大_传承_奋斗,"['西迁', '交大', '传承', '奋斗', '爱国', '情怀', '科研', '国家', '教授', '传统']","['首任 主任 知恩 专家 组成员 胡奈赛 朱继洲 卢烈 英均 西迁 教授 创立 伊始 传承 发扬 西迁 青年教师 引航 指路 己任 培育 爱国 爱校 敬业 爱生 教书育人 严谨 治学 服务 为人师表 大师 教学 培训 中长期 西迁 交大 教学 传统 学人 宣讲\n', '学校 建设 西迁 博物馆 西迁 研究 中心 举办 西迁 系列 研讨会 打造 西迁 教授 群雕 广泛 宣传 宣讲 推出 系列 原创 校园 话剧 举办 讲坛 教育引导 师生 胸怀大局 无私奉献 听得准 走得实 西迁 传人 个人 发展 服务 国家 紧密结合\n', '西安交大 师生 西迁 指引 不忘 初心 牢记 使命 传承 发扬 交大 传统 交大 新篇章\n']",西迁 - 交大 - 传承 - 奋斗 - 爱国 - 情怀 - 科研 - 国家 - 教授 - 传统,1.0,False
692,"学校 传承 听党 指挥 跟党走 西迁 爱国 之情 报国 之志 贯穿 教师 政治 教育 全过程
",1,1_西迁_交大_传承_奋斗,"['西迁', '交大', '传承', '奋斗', '爱国', '情怀', '科研', '国家', '教授', '传统']","['首任 主任 知恩 专家 组成员 胡奈赛 朱继洲 卢烈 英均 西迁 教授 创立 伊始 传承 发扬 西迁 青年教师 引航 指路 己任 培育 爱国 爱校 敬业 爱生 教书育人 严谨 治学 服务 为人师表 大师 教学 培训 中长期 西迁 交大 教学 传统 学人 宣讲\n', '学校 建设 西迁 博物馆 西迁 研究 中心 举办 西迁 系列 研讨会 打造 西迁 教授 群雕 广泛 宣传 宣讲 推出 系列 原创 校园 话剧 举办 讲坛 教育引导 师生 胸怀大局 无私奉献 听得准 走得实 西迁 传人 个人 发展 服务 国家 紧密结合\n', '西安交大 师生 西迁 指引 不忘 初心 牢记 使命 传承 发扬 交大 传统 交大 新篇章\n']",西迁 - 交大 - 传承 - 奋斗 - 爱国 - 情怀 - 科研 - 国家 - 教授 - 传统,1.0,False
693,"学校 师德师风建设 领导 顶层 设计 系统 谋划 机制 党委 教师 委员会 系列 政策 制度 建立健全 学校 党委 二级 单位 党组织 教师 党支部 三级 联动 教师 机制 党建 业务 深度 融合
",5,5_师德师风建设_考核_师德师风_组织,"['师德师风建设', '考核', '师德师风', '组织', '单位', '监督', '会议', '建设', '政治', '负责']","['提高 教师队伍 整体素质 切实 师德 考核 贯穿 教师 日常 管理工作 学院 实际 化学 学院 师德师风 考核 方案 师德 考核 融入 人才 考核 晋升 岗位 聘任 评奖 评优 导师 遴选 人才 专项 考核 实行 一票否决制 切实 担负起 学院 师德师风建设 主体 责任\n', '长期以来 西安交通大学 党的领导 贯穿 师德师风建设 创新 学校 党委 二级 单位 党组织 教师 党支部 三级 联动 机制 系统 教育引导 考核 评价 监督 约束 激励 四位一体 建设 师德 建设 系统化\n', '教师队伍 师德师风 政治 考核 监督 指导 二级 单位 党组织 师德师风建设\n']",师德师风建设 - 考核 - 师德师风 - 组织 - 单位 - 监督 - 会议 - 建设 - 政治 - 负责,0.7373357743782456,False
694,"学校 建设 西迁 博物馆 西迁 研究 中心 举办 西迁 系列 研讨会 打造 西迁 教授 群雕 广泛 宣传 宣讲 推出 系列 原创 校园 话剧 举办 讲坛 教育引导 师生 胸怀大局 无私奉献 听得准 走得实 西迁 传人 个人 发展 服务 国家 紧密结合
",1,1_西迁_交大_传承_奋斗,"['西迁', '交大', '传承', '奋斗', '爱国', '情怀', '科研', '国家', '教授', '传统']","['首任 主任 知恩 专家 组成员 胡奈赛 朱继洲 卢烈 英均 西迁 教授 创立 伊始 传承 发扬 西迁 青年教师 引航 指路 己任 培育 爱国 爱校 敬业 爱生 教书育人 严谨 治学 服务 为人师表 大师 教学 培训 中长期 西迁 交大 教学 传统 学人 宣讲\n', '学校 建设 西迁 博物馆 西迁 研究 中心 举办 西迁 系列 研讨会 打造 西迁 教授 群雕 广泛 宣传 宣讲 推出 系列 原创 校园 话剧 举办 讲坛 教育引导 师生 胸怀大局 无私奉献 听得准 走得实 西迁 传人 个人 发展 服务 国家 紧密结合\n', '西安交大 师生 西迁 指引 不忘 初心 牢记 使命 传承 发扬 交大 传统 交大 新篇章\n']",西迁 - 交大 - 传承 - 奋斗 - 爱国 - 情怀 - 科研 - 国家 - 教授 - 传统,1.0,True
